id_dato,id_sede,tipo_dato,valor
423,ETUNE,sitio_web,https://etune.cancilleria.gob.ar
424,ETURQ,sitio_web,https://eturq.cancilleria.gob.ar
425,EUCRA,facebook,https://www.facebook.com/ArgentinaEnUcrania
426,EUCRA,instagram,https://www.instagram.com/argenucrania/
427,EUCRA,sitio_web,https://eucra.cancilleria.gob.ar
428,EUNES,twitter,https://twitter.com/ArgentinaUNESCO
429,EUNES,facebook,https://www.facebook.com/delegation.argentine/
430,EUNES,sitio_web,https://www.eunes.mrecic.gov.ar
431,EUNGR,facebook,https://www.facebook.com/ArgentinaEnHungria
432,EUNGR,twitter,https://twitter.com/EmbArgHungria
433,EUNGR,instagram,https://www.instagram.com/argentinaenhungria/
434,EUNGR,sitio_web,https://eungr.cancilleria.gob.ar
435,EURUG,twitter,https://twitter.com/ArgentinaEnUru
436,EURUG,facebook,https://www.facebook.com/ArgentinaEnUru/
437,EURUG,instagram,https://www.instagram.com/argentinaenuru/
438,EURUG,sitio_web,https://eurug.mrecic.gov.ar
439,EVENE,twitter,https://twitter.com/argenvenezuela?lang=es
440,EVENE,facebook,https://www.facebook.com/EmbajadaArgentinaEnVenezuela
441,EVENE,instagram,https://www.instagram.com/argenvenezuela/
442,EVENE,sitio_web,http://www.evene.mrecic.gov.ar
443,EVIET,facebook,https://www.facebook.com/ArgentinaEnVietnam/
444,EVIET,instagram,https://www.instagram.com/argenvietnam/
445,EVIET,sitio_web,https://eviet.cancilleria.gob.ar
446,OCCAT,sitio_web,https://occat.mrecic.gob.ar
447,REPAL,facebook,https://www.facebook.com/ArgEnPalestina
448,REPAL,sitio_web,https://repal.mrecic.gov.ar
