id_dato,id_sede,tipo_dato,valor,region_geografica
286,EGUYA,sitio_web,https://eguya.cancilleria.gov.ar,AMÉRICA  CENTRAL  Y  CARIBE
287,EHAIT,sitio_web,http://ehait.mrecic.gov.ar,AMÉRICA  CENTRAL  Y  CARIBE
288,EHILE,twitter,https://twitter.com/EmbArgEnChile,AMÉRICA  DEL  SUR
289,EHILE,facebook,https://www.facebook.com/EmbArgentinaEnChile,AMÉRICA  DEL  SUR
290,EHILE,instagram,https://www.instagram.com/embargenchile/,AMÉRICA  DEL  SUR
291,EHILE,sitio_web,https://ehile.cancilleria.gob.ar,AMÉRICA  DEL  SUR
292,EHOND,sitio_web,https://ehond.cancilleria.gob.ar,AMÉRICA  CENTRAL  Y  CARIBE
293,EINDI,twitter,https://twitter.com/ArgentinaEnInd,ASIA
294,EINDI,facebook,https://www.facebook.com/ArgentinaEnInd,ASIA
295,EINDI,instagram,https://www.instagram.com/argentinaenind/,ASIA
296,EINDI,sitio_web,https://eindi.cancilleria.gob.ar/,ASIA
297,EIRAN,sitio_web,https://www.eiran.mrecic.gob.ar,ASIA
298,EIRLA,facebook,https://www.facebook.com/ArgentinaEnIrlanda/,EUROPA  OCCIDENTAL
299,EIRLA,instagram,https://www.instagram.com/embajadaargentinairlanda,EUROPA  OCCIDENTAL
300,EIRLA,sitio_web,https://eirla.cancilleria.gob.ar,EUROPA  OCCIDENTAL
301,EISIA,sitio_web,https://www.eisia.mrecic.gov.ar,ASIA
302,EISRA,facebook,https://www.facebook.com/ArgEnIsrael,ASIA
303,EISRA,twitter,https://twitter.com/argenisrael,ASIA
304,EISRA,sitio_web,http://www.eisra.cancilleria.gov.ar/,ASIA
305,EITAL,facebook,https://es-la.facebook.com/emb.roma/,EUROPA  OCCIDENTAL
306,EITAL,twitter,https://twitter.com/arginitalia?lang=es,EUROPA  OCCIDENTAL
307,EITAL,instagram,https://www.instagram.com/arginitalia/?hl=es,EUROPA  OCCIDENTAL
308,EITAL,sitio_web,https://eital.cancilleria.gob.ar,EUROPA  OCCIDENTAL
309,EJAMA,facebook,https://www.facebook.com/ArgentinaEnJamaica/,AMÉRICA  CENTRAL  Y  CARIBE
310,EJAMA,twitter,https://twitter.com/ARGenJamaica,AMÉRICA  CENTRAL  Y  CARIBE
311,EJAMA,sitio_web,https://www.ejama.mrecic.gov.ar,AMÉRICA  CENTRAL  Y  CARIBE
312,EJAPO,instagram,https://www.instagram.com/embajadaargentinaenjapon/,ASIA
313,EJAPO,facebook,https://www.facebook.com/ArgJapon/?ref=bookmarks,ASIA
314,EJAPO,twitter,https://www.twitter.com/ARGenJapon_,ASIA
315,EJAPO,sitio_web,https://http:ejapo.mrecic.gov.ar,ASIA
316,EKENY,facebook,https://www.facebook.com/ArgentinaEnKenia,ÁFRICA  SUBSAHARIANA
317,EKENY,instagram,https://www.instagram.com/argenkenya/,ÁFRICA  SUBSAHARIANA
318,EKENY,twitter,https://twitter.com/ArgenKenya,ÁFRICA  SUBSAHARIANA
319,EKENY,sitio_web,https://ekeny.cancilleria.gob.ar/,ÁFRICA  SUBSAHARIANA
320,EKUWA,facebook,https://www.facebook.com/ArgentinaenKuwait,ASIA
321,EKUWA,sitio_web,https://ekuwa@mrecic.gov.ar,ASIA
322,ELBIA,sitio_web,https://etune.cancilleria.gob.ar/es,ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE
323,ELBNO,facebook,https://www.facebook.com/ArgentinaEnLibano,ASIA
324,ELBNO,instagram,https://www.instagram.com/argentinaenlibano/,ASIA
325,ELBNO,sitio_web,https://www.elbno.mrecic.gov.ar,ASIA
326,ELUCI,sitio_web,https://eluci.cancilleria.gob.ar,AMÉRICA  CENTRAL  Y  CARIBE
327,EMARR,instagram,https://www.instagram.com/argenmarruecos/,ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE
328,EMARR,twitter,https://twitter.com/ArgMarruecos,ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE
329,EMARR,sitio_web,https://emarr.cancilleria.gob.ar,ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE
330,EMEXI,twitter,https://twitter.com/@ARGenMexico,AMÉRICA  DEL  NORTE
331,EMEXI,facebook,https://www.facebook.com/ARGenMexico/,AMÉRICA  DEL  NORTE
332,EMEXI,instagram,https://www.instagram.com/embargenmexico/,AMÉRICA  DEL  NORTE
333,EMEXI,youtube,https://www.youtube.com/user/EmbaArgenMX,AMÉRICA  DEL  NORTE
334,EMEXI,sitio_web,https://www.emexi.cancilleria.gob.ar,AMÉRICA  DEL  NORTE
335,EMFAO,sitio_web,https://emfao.cancilleria.gob.ar,EUROPA  OCCIDENTAL
336,EMOZA,facebook,https://www.facebook.com/ArgentinaEnMozambique/,ÁFRICA  SUBSAHARIANA
337,EMOZA,sitio_web,https://emoza.cancilleria.gob.ar,ÁFRICA  SUBSAHARIANA
338,EMSIA,facebook,https://www.facebook.com/ArgentinaEnMalasia,ASIA
339,EMSIA,sitio_web,https://emsia.cancilleria.gob.ar,ASIA
340,EMSUR,sitio_web,https://eurug.cancilleria.gov.ar,AMÉRICA  DEL  SUR
341,ENAUN,twitter,https://twitter.com/ArgentinaUN,AMÉRICA  DEL  NORTE
342,ENAUN,sitio_web,https://enaun.mrecic.gov.ar,AMÉRICA  DEL  NORTE
343,ENICA,sitio_web,https://enica.cancilleria.gob.ar,AMÉRICA  CENTRAL  Y  CARIBE
344,ENIGE,facebook,https://www.facebook.com/ArgentinaEnNigeria/,ÁFRICA  SUBSAHARIANA
345,ENIGE,instagram,https://www.instagram.com/embargennigeria/?igshid=f0laoeu8lhv8,ÁFRICA  SUBSAHARIANA
346,ENIGE,sitio_web,https://enige.cancilleria.gob.ar,ÁFRICA  SUBSAHARIANA
347,ENORU,facebook,https://www.facebook.com/ArgentinaEnNoruega/,EUROPA  OCCIDENTAL
348,ENORU,instagram,https://www.instagram.com/arginnorway/,EUROPA  OCCIDENTAL
349,ENORU,twitter,https://x.com/arginnorway?lang=en,EUROPA  OCCIDENTAL
350,ENORU,otro,https://www.linkedin.com/company/embajada-de-la-rep%C3%BAblica-argentina-ante-el-reino-de-noruega-argentine-embassy-to-norway,EUROPA  OCCIDENTAL
351,ENORU,sitio_web,https://enoru.cancilleria.gob.ar/,EUROPA  OCCIDENTAL
352,ENZEL,facebook,https://www.facebook.com/ArgentinaenNuevaZelandia/,OCEANÍA
353,ENZEL,sitio_web,https://enzel.cancilleria.gob.ar,OCEANÍA
354,EOIRS,facebook,https://www.facebook.com/ArgentinaEnGinebra,EUROPA  OCCIDENTAL
355,EOIRS,instagram,https://www.instagram.com/mision.argentina/,EUROPA  OCCIDENTAL
356,EOIRS,twitter,https://twitter.com/ArgentinaONUOMC,EUROPA  OCCIDENTAL
357,EOIRS,youtube,https://www.youtube.com/channel/UCSOsChik8j7nFJZnPq6K7Ag,EUROPA  OCCIDENTAL
358,EOIRS,sitio_web,https://www.eoirs.cancilleria.gov.ar,EUROPA  OCCIDENTAL
359,EPAKI,instagram,https://www.instagram.com/argentinaenpakistan/,ASIA
360,EPAKI,sitio_web,https://epaki.cancilleria.gob.ar,ASIA
361,EPARA,twitter,https://twitter.com/argenparaguay_,AMÉRICA  DEL  SUR
362,EPARA,facebook,https://www.facebook.com/embajada.paraguay,AMÉRICA  DEL  SUR
363,EPARA,sitio_web,https://epara.cancilleria.gov.ar,AMÉRICA  DEL  SUR
364,EPBAJ,facebook,https://www.facebook.com/ArgEnPaisesBajos/,EUROPA  OCCIDENTAL
365,EPBAJ,twitter,https://twitter.com/ArgentinaEnPB,EUROPA  OCCIDENTAL
366,EPBAJ,instagram,https://www.instagram.com/argenpaisesbajos/,EUROPA  OCCIDENTAL
367,EPBAJ,sitio_web,https://www.epbaj.mrecic.gov.ar,EUROPA  OCCIDENTAL
368,EPERU,twitter,https://twitter.com/Emb_Arg_Peru,AMÉRICA  DEL  SUR
369,EPERU,facebook,https://www.facebook.com/ArgentinaEnPeru,AMÉRICA  DEL  SUR
370,EPERU,sitio_web,https://www.eperu.mrecic.gov.ar,AMÉRICA  DEL  SUR
371,EPNMA,sitio_web,https://www.epnma.cancilleria.gob.ar,AMÉRICA  CENTRAL  Y  CARIBE
372,EPOLO,facebook,https://www.facebook.com/profile.php?id=61560600343776,EUROPA  CENTRAL  Y  ORIENTAL
373,EPOLO,sitio_web,https://epolo.cancilleria.gob.ar,EUROPA  CENTRAL  Y  ORIENTAL
374,EPORT,sitio_web,https://eport.mrecic.gov.ar,EUROPA  OCCIDENTAL
375,EQATR,sitio_web,https://eqatr.mrecic.gov.ar,ASIA
376,ERICA,facebook,https://www.facebook.com/argentinaencostarica/,AMÉRICA  CENTRAL  Y  CARIBE
377,ERICA,instagram,https://www.instagram.com/argencostarica/,AMÉRICA  CENTRAL  Y  CARIBE
378,ERICA,sitio_web,https://erica.cancilleria.gob.ar,AMÉRICA  CENTRAL  Y  CARIBE
379,ERUMA,facebook,https://www.facebook.com/ArgentinaEnRumania,EUROPA  CENTRAL  Y  ORIENTAL
380,ERUMA,sitio_web,https://eruma.cancilleria.gob.ar/,EUROPA  CENTRAL  Y  ORIENTAL
381,ERUNI,twitter,https://twitter.com/ARGinUK,EUROPA  OCCIDENTAL
382,ERUNI,facebook,https://www.facebook.com/ARGinUK/,EUROPA  OCCIDENTAL
383,ERUNI,otro,https://www.flickr.com/photos/138300767@N07/albums,EUROPA  OCCIDENTAL
384,ERUNI,instagram,https://www.instagram.com/arginuk/,EUROPA  OCCIDENTAL
385,ERUNI,youtube,https://www.youtube.com/channel/UCzaGU10f-77SR56kini9-1g/videos?view_as=subscriber,EUROPA  OCCIDENTAL
386,ERUNI,sitio_web,https://eruni.cancilleria.gob.ar,EUROPA  OCCIDENTAL
387,ESAFR,facebook,https://facebook.com/ArgenSudafrica,ÁFRICA  SUBSAHARIANA
388,ESAFR,twitter,https://twitter.com/EmbArgentina,ÁFRICA  SUBSAHARIANA
389,ESAFR,instagram,https://www.instagram.com/argentinaensudafrica,ÁFRICA  SUBSAHARIANA
390,ESAFR,sitio_web,http://esafr.mrecic.gov.ar/,ÁFRICA  SUBSAHARIANA
391,ESALV,twitter,https://twitter.com/ARGenElSalvador,AMÉRICA  CENTRAL  Y  CARIBE
392,ESALV,facebook,https://www.facebook.com/ArgentinaEnElSalvador/,AMÉRICA  CENTRAL  Y  CARIBE
393,ESALV,instagram,https://www.instagram.com/embargenelsalvador/,AMÉRICA  CENTRAL  Y  CARIBE
394,ESALV,sitio_web,https://esalv.cancilleria.gob.ar,AMÉRICA  CENTRAL  Y  CARIBE
395,ESENE,sitio_web,https://esene.cancilleria.gob.ar/,ÁFRICA  SUBSAHARIANA
396,ESERB,sitio_web,https://eserb.cancilleria.gob.ar,EUROPA  CENTRAL  Y  ORIENTAL
397,ESING,twitter,https://twitter.com/ARGinSingapore,ASIA
398,ESING,instagram,https://instagram.com/argentine_embassy_singapore?igshid=YmMyMTA2M2Y=,ASIA
399,ESING,sitio_web,https://esing.cancilleria.gob.ar,ASIA
400,ESSED,twitter,https://twitter.com/ArgSantaSede,EUROPA  OCCIDENTAL
401,ESSED,youtube,https://www.youtube.com/c/EmbajadaArgentinaantelaSantaSede,EUROPA  OCCIDENTAL
402,ESSED,facebook,https://www.facebook.com/ArgEnSantaSede,EUROPA  OCCIDENTAL
403,ESSED,instagram,https://www.instagram.com/argensantasede/,EUROPA  OCCIDENTAL
404,ESSED,sitio_web,https://essed.mrecic.gov.ar,EUROPA  OCCIDENTAL
405,ESUEC,otro,https://www.linkedin.com/company/argentinainsweden/,EUROPA  OCCIDENTAL
406,ESUEC,facebook,https://www.facebook.com/arginsweden/,EUROPA  OCCIDENTAL
407,ESUEC,instagram,https://www.instagram.com/arginsweden/,EUROPA  OCCIDENTAL
408,ESUEC,sitio_web,https://www.esuec.mrecic.gov.ar,EUROPA  OCCIDENTAL
409,ESUIZ,sitio_web,https://esuiz.cancilleria.gob.ar,EUROPA  OCCIDENTAL
410,ESURI,sitio_web,https://esuri.cancilleria.gob.ar,AMÉRICA  DEL  SUR
411,ETAIL,facebook,https://www.facebook.com/Embajada.Argentina.Tailandia/,ASIA
412,ETAIL,sitio_web,https://etail.cancilleria.gob.ar,ASIA
413,ETRIA,facebook,https://www.facebook.com/ArgentinaEnAustria/,EUROPA  OCCIDENTAL
414,ETRIA,twitter,https://twitter.com/ARGenViena,EUROPA  OCCIDENTAL
415,ETRIA,instagram,https://www.instagram.com/argenviena/,EUROPA  OCCIDENTAL
416,ETRIA,sitio_web,https://etria.cancilleria.gob.ar,EUROPA  OCCIDENTAL
417,ETRIN,facebook,https://www.facebook.com/ArgentinaEnTrinidadYTobago,AMÉRICA  CENTRAL  Y  CARIBE
418,ETRIN,sitio_web,https://www.etrin.mrecic.gov.ar,AMÉRICA  CENTRAL  Y  CARIBE
419,ETUNE,facebook,https://www.facebook.com/ArgEnTunez/,ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE
420,ETUNE,twitter,https://www.twitter.com/EmbajadaTunez,ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE
421,ETUNE,instagram,https://www.instagram.com/embargentinatn,ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE
422,ETUNE,youtube,https://www.youtube.com/channel/UC8kSZug1SPHrp3r1hGzhjtg,ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE
423,ETUNE,sitio_web,https://etune.cancilleria.gob.ar,ÁFRICA  DEL  NORTE  Y  CERCANO  ORIENTE
424,ETURQ,sitio_web,https://eturq.cancilleria.gob.ar,EUROPA  OCCIDENTAL
425,EUCRA,facebook,https://www.facebook.com/ArgentinaEnUcrania,EUROPA  CENTRAL  Y  ORIENTAL
426,EUCRA,instagram,https://www.instagram.com/argenucrania/,EUROPA  CENTRAL  Y  ORIENTAL
427,EUCRA,sitio_web,https://eucra.cancilleria.gob.ar,EUROPA  CENTRAL  Y  ORIENTAL
428,EUNES,twitter,https://twitter.com/ArgentinaUNESCO,EUROPA  OCCIDENTAL
429,EUNES,facebook,https://www.facebook.com/delegation.argentine/,EUROPA  OCCIDENTAL
430,EUNES,sitio_web,https://www.eunes.mrecic.gov.ar,EUROPA  OCCIDENTAL
431,EUNGR,facebook,https://www.facebook.com/ArgentinaEnHungria,EUROPA  CENTRAL  Y  ORIENTAL
432,EUNGR,twitter,https://twitter.com/EmbArgHungria,EUROPA  CENTRAL  Y  ORIENTAL
433,EUNGR,instagram,https://www.instagram.com/argentinaenhungria/,EUROPA  CENTRAL  Y  ORIENTAL
434,EUNGR,sitio_web,https://eungr.cancilleria.gob.ar,EUROPA  CENTRAL  Y  ORIENTAL
435,EURUG,twitter,https://twitter.com/ArgentinaEnUru,AMÉRICA  DEL  SUR
436,EURUG,facebook,https://www.facebook.com/ArgentinaEnUru/,AMÉRICA  DEL  SUR
437,EURUG,instagram,https://www.instagram.com/argentinaenuru/,AMÉRICA  DEL  SUR
438,EURUG,sitio_web,https://eurug.mrecic.gov.ar,AMÉRICA  DEL  SUR
439,EVENE,twitter,https://twitter.com/argenvenezuela?lang=es,AMÉRICA  DEL  SUR
440,EVENE,facebook,https://www.facebook.com/EmbajadaArgentinaEnVenezuela,AMÉRICA  DEL  SUR
441,EVENE,instagram,https://www.instagram.com/argenvenezuela/,AMÉRICA  DEL  SUR
442,EVENE,sitio_web,http://www.evene.mrecic.gov.ar,AMÉRICA  DEL  SUR
443,EVIET,facebook,https://www.facebook.com/ArgentinaEnVietnam/,ASIA
444,EVIET,instagram,https://www.instagram.com/argenvietnam/,ASIA
445,EVIET,sitio_web,https://eviet.cancilleria.gob.ar,ASIA
446,OCCAT,sitio_web,https://occat.mrecic.gob.ar,ASIA
447,REPAL,facebook,https://www.facebook.com/ArgEnPalestina,ASIA
448,REPAL,sitio_web,https://repal.mrecic.gov.ar,ASIA
